,target,f1_x,f2_x,f3_x,f4_x,f5_x,f6_x,f7_x,f8_x,f9_x,f1_y,f2_y,f3_y,f4_y,f5_y,f6_y,f7_y,f8_y,f9_y
345,1,1,1,1,1,2,1,0,1,2,1,4,1,0,0,2,1,1,1
346,0,1,2,1,1,2,3,0,1,2,1,4,1,0,0,2,1,1,1
347,1,3,2,1,3,2,3,0,3,2,1,4,1,0,0,2,1,1,1
348,0,1,1,1,3,2,1,0,1,1,1,1,1,2,2,2,2,0,2
349,0,2,1,1,3,2,3,0,0,2,1,1,1,2,2,2,2,0,2
350,0,3,1,1,0,2,3,1,2,1,1,1,1,2,2,2,2,0,2
351,0,1,1,1,3,2,1,0,1,1,1,1,1,0,2,3,1,4,2
352,1,3,1,1,1,2,3,0,3,2,1,1,1,0,2,3,1,4,2
353,0,1,1,1,0,2,1,0,0,2,1,1,1,0,2,3,1,4,2
354,0,1,1,1,3,2,1,0,1,1,1,2,1,0,2,2,2,0,1
355,0,3,4,1,3,2,2,1,4,2,1,2,1,0,2,2,2,0,1
356,0,3,4,1,3,2,2,3,4,2,1,2,1,0,2,2,2,0,1
357,0,1,1,1,1,2,3,0,4,2,1,2,1,0,2,2,2,0,1
358,0,3,0,1,1,2,2,1,1,2,1,2,1,0,2,2,2,0,1
359,0,2,0,1,0,2,3,0,0,2,1,2,1,0,2,2,2,0,1
360,0,2,1,1,3,2,2,2,4,2,1,2,1,0,2,2,2,0,1
361,1,1,1,1,3,2,1,0,1,1,1,1,1,3,1,2,1,2,2
362,0,3,1,1,0,2,1,0,3,2,1,1,1,3,1,2,1,2,2
363,0,0,2,1,0,2,2,0,2,2,1,1,1,3,1,2,1,2,2
364,0,1,1,1,1,0,1,0,3,2,1,1,1,3,1,2,1,2,2
365,0,2,4,1,3,2,3,0,1,2,1,1,1,3,1,2,1,2,2
366,0,1,1,1,3,2,1,0,1,1,0,1,0,2,2,2,0,2,2
367,0,3,0,1,3,2,2,0,4,2,0,1,0,2,2,2,0,2,2
368,0,2,0,1,0,2,2,2,3,2,0,1,0,2,2,2,0,2,2
369,0,2,1,1,0,2,3,3,3,2,0,1,0,2,2,2,0,2,2
370,0,2,1,1,3,2,1,1,3,2,2,1,1,3,2,1,1,1,1
371,0,2,1,1,0,2,3,0,1,2,2,1,1,3,2,1,1,1,1
372,0,2,0,1,0,2,1,0,0,2,2,1,1,3,2,1,1,1,1
373,0,1,1,1,1,2,2,1,0,2,2,1,1,3,2,1,1,1,1
374,1,3,0,1,1,2,2,1,1,2,2,1,1,3,2,1,1,1,1
375,0,2,2,1,3,2,2,0,0,2,2,1,1,3,2,1,1,1,1
376,0,2,1,1,3,2,1,1,3,2,3,0,1,0,2,2,1,2,2
377,0,2,0,1,0,2,2,1,3,2,3,0,1,0,2,2,1,2,2
378,0,1,1,1,3,2,2,1,2,2,3,0,1,0,2,2,1,2,2
379,0,2,1,1,0,2,1,1,2,2,3,0,1,0,2,2,1,2,2
380,0,2,1,1,3,2,2,0,0,2,3,0,1,0,2,2,1,2,2
381,1,2,0,1,3,2,2,0,4,2,3,0,1,0,2,2,1,2,2
382,0,2,1,1,3,2,1,1,3,2,2,4,1,3,2,3,0,3,2
383,0,2,1,1,0,2,3,0,2,2,2,4,1,3,2,3,0,3,2
384,0,2,0,1,3,2,2,1,3,2,2,4,1,3,2,3,0,3,2
385,0,0,1,1,3,2,2,1,4,2,2,4,1,3,2,3,0,3,2
386,1,1,4,1,0,2,2,1,1,2,2,4,1,3,2,3,0,3,2
387,0,2,1,1,3,2,2,1,0,2,2,4,1,3,2,3,0,3,2
388,0,2,1,1,0,2,2,0,1,2,2,4,1,3,2,3,0,3,2
389,1,2,1,1,3,2,1,1,3,2,3,1,1,0,2,3,1,2,2
390,0,2,1,1,0,2,2,1,0,2,3,1,1,0,2,3,1,2,2
391,0,2,1,1,3,2,2,0,0,2,3,1,1,0,2,3,1,2,2
392,1,2,1,1,3,2,1,1,3,2,2,0,1,0,2,3,0,3,2
393,0,1,1,1,0,2,3,1,1,2,2,0,1,0,2,3,0,3,2
394,0,2,0,1,0,2,2,1,3,2,2,0,1,0,2,3,0,3,2
395,0,3,1,1,0,2,2,3,2,2,2,0,1,0,2,3,0,3,2
396,1,3,1,1,0,2,3,1,2,2,2,0,1,0,2,3,0,3,2
397,0,2,1,1,3,2,1,1,3,2,1,0,1,3,2,2,1,3,2
398,0,2,1,1,1,2,1,0,3,2,1,0,1,3,2,2,1,3,2
399,0,2,1,1,3,2,1,1,3,2,2,2,1,1,2,2,1,2,2
400,0,1,1,1,0,2,2,1,0,1,2,2,1,1,2,2,1,2,2
401,0,2,1,1,2,2,2,0,3,2,2,2,1,1,2,2,1,2,2
402,0,1,0,1,3,2,2,0,2,2,2,2,1,1,2,2,1,2,2
403,0,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2
404,0,1,4,1,3,2,3,0,2,2,2,2,1,2,0,2,1,1,1
405,0,2,1,0,3,0,2,1,3,2,2,2,1,2,0,2,1,1,1
406,0,3,2,1,3,2,2,1,4,2,2,2,1,2,0,2,1,1,1
407,1,2,1,1,0,2,3,3,2,1,2,2,1,2,0,2,1,1,1
408,0,3,1,1,3,2,3,3,4,2,2,2,1,2,0,2,1,1,1
409,0,2,0,1,1,2,2,1,2,1,2,2,1,2,0,2,1,1,1
410,0,1,1,1,3,0,1,2,2,1,2,2,1,2,0,2,1,1,1
411,0,1,4,1,3,2,3,0,2,2,3,4,1,3,2,3,3,4,2
412,1,3,4,0,1,2,1,0,3,2,3,4,1,3,2,3,3,4,2
413,0,0,0,1,1,2,2,1,1,2,3,4,1,3,2,3,3,4,2
414,0,0,0,1,3,2,1,1,2,1,3,4,1,3,2,3,3,4,2
415,0,1,4,1,3,2,3,0,2,2,2,1,0,3,0,2,1,0,2
416,0,1,1,1,3,2,3,3,1,2,2,1,0,3,0,2,1,0,2
417,0,1,0,1,0,2,2,0,4,2,2,1,0,3,0,2,1,0,2
418,0,3,4,1,0,2,3,0,4,2,2,1,0,3,0,2,1,0,2
419,0,2,1,1,3,0,2,0,1,1,2,1,0,3,0,2,1,0,2
420,0,2,1,0,3,2,1,0,3,2,2,1,0,3,0,2,1,0,2
421,0,1,4,1,3,2,3,0,2,2,3,4,1,3,2,2,3,0,2
422,0,1,1,1,1,2,2,2,1,2,3,4,1,3,2,2,3,0,2
423,0,2,1,0,2,2,2,0,2,2,3,4,1,3,2,2,3,0,2
424,0,2,0,1,1,2,2,0,4,2,3,4,1,3,2,2,3,0,2
425,0,3,1,1,0,2,3,1,2,1,3,4,1,3,2,2,3,0,2
426,0,1,4,1,3,2,3,0,2,2,0,0,1,0,1,2,1,2,2
427,0,2,1,1,2,0,2,0,3,2,0,0,1,0,1,2,1,2,2
428,0,2,1,1,3,1,2,0,2,2,0,0,1,0,1,2,1,2,2
429,1,2,0,1,0,1,2,1,3,2,0,0,1,0,1,2,1,2,2
430,0,2,1,0,2,2,3,0,2,2,0,0,1,0,1,2,1,2,2
431,0,1,0,0,0,2,1,1,2,2,0,0,1,0,1,2,1,2,2
432,0,3,4,1,0,2,2,3,2,2,0,0,1,0,1,2,1,2,2
433,0,1,4,1,3,2,3,0,2,2,3,1,0,2,2,2,2,3,2
434,0,2,1,1,3,2,2,3,2,1,3,1,0,2,2,2,2,3,2
435,0,1,4,1,0,2,2,2,1,1,3,1,0,2,2,2,2,3,2
436,0,3,0,1,1,2,1,1,3,2,3,1,0,2,2,2,2,3,2
437,0,1,1,0,4,2,2,0,3,2,3,1,0,2,2,2,2,3,2
438,0,2,0,1,0,0,2,2,2,1,3,1,0,2,2,2,2,3,2
439,0,3,0,1,1,2,3,0,4,2,3,1,0,2,2,2,2,3,2
440,0,2,1,1,1,0,2,0,0,2,1,1,1,0,2,1,1,2,1
441,0,1,2,1,3,2,2,0,2,2,1,1,1,0,2,1,1,2,1
442,0,2,1,1,0,2,2,1,1,1,1,1,1,0,2,1,1,2,1
443,0,3,1,1,3,2,2,1,1,2,1,1,1,0,2,1,1,2,1
444,0,2,1,1,1,0,2,0,0,2,1,0,1,1,2,2,0,3,2
445,1,3,4,1,0,2,2,0,0,2,1,0,1,1,2,2,0,3,2
446,1,1,4,1,3,2,2,0,3,2,1,0,1,1,2,2,0,3,2
447,0,1,1,1,1,2,2,1,0,2,1,0,1,1,2,2,0,3,2
448,0,2,1,1,1,0,2,0,0,2,3,4,1,0,2,2,3,4,2
449,0,1,2,1,0,2,2,1,0,2,3,4,1,0,2,2,3,4,2
450,0,1,1,1,3,0,2,1,0,2,3,4,1,0,2,2,3,4,2
451,0,0,0,1,0,2,2,0,0,2,3,4,1,0,2,2,3,4,2
452,0,2,0,1,3,2,3,0,3,2,3,4,1,0,2,2,3,4,2
453,0,0,4,1,3,2,2,1,2,2,3,4,1,0,2,2,3,4,2
454,0,1,1,1,2,2,1,0,0,2,3,4,1,0,2,2,3,4,2
455,0,2,1,1,1,0,2,0,0,2,1,1,1,3,2,2,2,2,1
456,0,0,1,1,1,2,2,0,1,1,1,1,1,3,2,2,2,2,1
457,0,1,1,1,3,2,2,1,0,2,1,1,1,3,2,2,2,2,1
458,0,2,0,1,0,2,2,3,2,2,1,1,1,3,2,2,2,2,1
459,0,2,1,1,1,0,2,0,0,2,3,2,1,1,2,1,1,1,2
460,0,3,1,1,0,2,1,1,1,2,3,2,1,1,2,1,1,1,2
461,1,2,1,1,0,2,3,1,1,2,3,2,1,1,2,1,1,1,2
462,0,2,0,1,0,0,3,0,2,2,3,2,1,1,2,1,1,1,2
463,0,2,1,1,1,0,2,0,0,2,1,1,1,1,2,1,1,2,1
464,0,2,1,1,1,2,3,1,3,2,1,1,1,1,2,1,1,2,1
465,0,1,1,1,0,2,2,2,2,1,1,1,1,1,2,1,1,2,1
466,0,3,1,1,0,2,2,3,0,2,1,1,1,1,2,1,1,2,1
467,1,2,1,1,1,0,2,0,0,2,2,2,1,3,2,2,1,3,2
468,0,2,2,1,3,2,2,0,2,2,2,2,1,3,2,2,1,3,2
469,0,2,1,1,1,0,2,0,0,2,1,1,1,3,2,0,0,0,2
470,1,0,0,1,0,2,2,0,2,2,1,1,1,3,2,0,0,0,2
471,0,1,0,1,3,2,3,0,0,2,2,2,1,0,0,2,3,2,2
472,0,0,4,1,1,2,2,0,4,2,2,2,1,0,0,2,3,2,2
473,0,1,2,1,1,2,2,0,2,2,2,2,1,0,0,2,3,2,2
474,0,2,1,1,0,0,2,2,2,1,2,2,1,0,0,2,3,2,2
475,0,1,0,1,3,2,3,0,0,2,1,1,1,0,0,1,2,2,1
476,0,0,2,1,0,2,2,0,4,2,1,1,1,0,0,1,2,2,1
477,0,2,1,1,3,0,2,1,2,1,1,1,1,0,0,1,2,2,1
478,1,1,1,1,0,2,1,1,2,1,1,1,1,0,0,1,2,2,1
479,0,1,0,1,3,2,3,0,0,2,2,2,0,2,2,2,0,0,2
480,0,3,4,1,0,2,2,3,4,2,2,2,0,2,2,2,0,0,2
481,0,1,4,0,1,2,2,0,1,2,2,2,0,2,2,2,0,0,2
482,0,1,0,1,3,2,3,0,0,2,3,1,0,2,2,2,0,1,2
483,0,1,1,1,3,1,2,0,1,2,3,1,0,2,2,2,0,1,2
484,0,1,1,1,1,2,2,1,0,2,3,1,0,2,2,2,0,1,2
485,0,1,1,1,1,2,1,0,4,2,3,1,0,2,2,2,0,1,2
486,0,2,1,1,0,0,2,0,4,2,3,1,0,2,2,2,0,1,2
487,0,1,0,1,3,2,3,0,0,2,2,1,1,1,1,2,0,4,2
488,0,1,2,1,3,2,2,1,3,2,2,1,1,1,1,2,0,4,2
489,0,1,2,1,1,2,2,0,1,2,2,1,1,1,1,2,0,4,2
490,0,3,4,1,3,2,1,0,3,2,2,1,1,1,1,2,0,4,2
491,0,3,4,1,0,2,2,3,4,2,2,1,1,1,1,2,0,4,2
492,0,3,1,1,0,0,3,0,3,2,2,1,1,1,1,2,0,4,2
493,0,3,4,1,0,0,2,0,4,2,2,1,1,1,1,2,0,4,2
494,0,3,4,1,0,2,3,1,1,2,2,1,1,1,1,2,0,4,2
495,0,1,1,1,0,2,0,0,3,2,2,1,1,1,1,2,0,4,2
496,0,1,0,1,3,2,3,0,0,2,3,0,1,3,0,1,0,3,2
497,0,1,1,1,1,2,3,0,4,2,3,0,1,3,0,1,0,3,2
498,0,2,1,1,3,2,3,3,4,2,3,0,1,3,0,1,0,3,2
499,1,0,1,0,2,2,3,3,4,2,3,1,1,3,3,3,3,4,2
500,0,2,1,1,3,0,2,2,3,2,3,1,1,3,3,3,3,4,2
501,0,2,4,0,2,2,2,0,3,2,3,1,1,3,3,3,3,4,2
502,0,0,1,0,2,2,3,3,4,2,1,4,0,2,0,2,3,4,1
503,0,2,0,1,0,0,2,2,2,1,1,4,0,2,0,2,3,4,1
504,0,1,0,1,0,2,3,3,4,2,1,4,0,2,0,2,3,4,1
505,1,1,1,1,0,1,2,0,2,2,1,4,0,2,0,2,3,4,1
506,0,3,4,0,2,2,1,0,2,2,1,4,0,2,0,2,3,4,1
507,1,3,0,1,1,2,2,0,4,2,1,4,0,2,0,2,3,4,1
508,0,2,1,1,2,0,2,2,0,1,1,4,0,2,0,2,3,4,1
509,0,2,4,1,0,2,2,1,1,2,3,1,1,1,2,1,1,0,2
510,0,3,2,1,3,2,2,0,2,2,3,1,1,1,2,1,1,0,2
511,0,3,0,1,0,2,2,1,4,2,3,1,1,1,2,1,1,0,2
512,0,2,1,1,1,2,2,0,2,2,3,1,1,1,2,1,1,0,2
513,0,2,4,1,0,2,2,1,1,2,1,2,1,0,2,2,1,0,1
514,0,3,1,1,0,2,2,3,1,2,1,2,1,0,2,2,1,0,1
515,0,1,2,1,0,2,2,1,2,2,1,2,1,0,2,2,1,0,1
516,1,1,1,1,0,2,2,1,3,2,1,2,1,0,2,2,1,0,1
517,0,1,1,1,1,2,3,0,4,2,1,2,1,0,2,2,1,0,1
518,0,3,1,1,0,2,2,1,4,1,1,2,1,0,2,2,1,0,1
519,0,0,0,1,0,2,2,1,0,2,1,2,1,0,2,2,1,0,1
520,0,2,4,1,0,2,2,1,1,2,1,0,1,0,2,1,0,2,2
521,0,3,1,1,0,2,2,3,1,2,1,0,1,0,2,1,0,2,2
522,0,3,1,1,0,2,2,3,2,2,1,0,1,0,2,1,0,2,2
523,0,2,1,1,3,2,2,0,0,2,1,0,1,0,2,1,0,2,2
524,0,0,1,1,1,2,2,1,2,2,1,0,1,0,2,1,0,2,2
525,0,3,0,1,0,2,2,1,2,2,1,0,1,0,2,1,0,2,2
526,0,2,4,1,0,2,2,1,1,2,0,4,1,0,0,2,0,2,2
527,0,2,0,1,0,2,3,0,0,2,0,4,1,0,0,2,0,2,2
528,0,2,0,1,1,2,2,3,2,2,0,4,1,0,0,2,0,2,2
529,0,2,4,1,0,2,2,1,1,2,2,0,1,0,2,1,1,3,2
530,0,2,1,1,3,0,2,0,2,1,2,0,1,0,2,1,1,3,2
531,1,3,4,1,1,2,2,0,4,2,2,0,1,0,2,1,1,3,2
532,0,0,1,1,3,2,2,1,2,1,3,1,1,3,2,2,2,1,1
533,1,2,2,1,3,2,3,0,3,2,3,1,1,3,2,2,2,1,1
534,0,1,1,1,1,2,2,2,3,2,3,1,1,3,2,2,2,1,1
535,0,0,1,1,3,2,2,1,2,1,3,0,1,0,2,1,1,3,2
536,0,1,1,1,0,2,2,1,0,1,3,0,1,0,2,1,1,3,2
537,0,2,1,1,0,0,2,0,4,2,3,0,1,0,2,1,1,3,2
538,0,1,1,1,3,2,3,1,4,2,3,0,1,0,2,1,1,3,2
539,1,3,1,1,0,0,3,0,3,2,3,0,1,0,2,1,1,3,2
540,0,0,1,1,1,2,2,0,4,2,3,0,1,0,2,1,1,3,2
541,0,0,1,1,3,2,2,1,2,1,1,2,1,0,0,2,0,4,2
542,0,2,1,1,3,0,2,2,3,2,1,2,1,0,0,2,0,4,2
543,0,3,1,0,2,2,2,0,2,2,1,2,1,0,0,2,0,4,2
544,0,2,2,1,0,2,2,0,4,2,1,2,1,0,0,2,0,4,2
545,1,1,4,1,3,0,2,1,0,2,1,2,1,0,0,2,0,4,2
546,0,2,1,0,2,2,3,0,3,2,2,4,2,1,2,2,2,1,2
547,0,1,0,1,3,0,2,1,0,1,2,4,2,1,2,2,2,1,2
548,0,3,1,0,1,2,1,1,3,2,2,4,2,1,2,2,2,1,2
549,0,2,1,1,1,2,1,1,2,1,2,4,2,1,2,2,2,1,2
550,0,0,0,1,0,1,2,1,2,2,2,4,2,1,2,2,2,1,2
551,1,1,4,0,0,2,3,3,3,2,2,4,2,1,2,2,2,1,2
552,0,2,1,0,2,2,3,0,3,2,0,0,1,2,2,2,1,4,2
553,0,3,4,1,0,2,2,2,1,2,0,0,1,2,2,2,1,4,2
554,0,1,2,1,0,2,2,1,1,1,0,0,1,2,2,2,1,4,2
555,0,3,1,1,0,1,2,1,4,2,0,0,1,2,2,2,1,4,2
556,1,2,4,1,1,2,2,2,1,1,0,0,1,2,2,2,1,4,2
557,0,2,1,1,3,2,2,3,0,2,0,1,1,0,0,2,0,2,2
558,0,3,1,1,0,2,1,0,3,2,0,1,1,0,0,2,0,2,2
559,0,3,0,1,0,2,2,1,2,2,0,1,1,0,0,2,0,2,2
560,1,2,1,1,3,2,2,3,0,2,2,2,0,0,2,1,3,3,2
561,0,2,1,0,2,2,2,0,0,2,2,2,0,0,2,1,3,3,2
562,1,1,4,1,3,2,2,0,1,2,2,2,0,0,2,1,3,3,2
563,0,2,1,1,3,2,2,3,0,2,1,1,1,2,2,1,1,0,2
564,0,2,1,1,3,2,1,1,0,2,1,1,1,2,2,1,1,0,2
565,0,1,1,1,0,2,2,2,1,1,1,1,1,2,2,1,1,0,2
566,0,2,1,1,0,2,1,1,2,2,1,1,1,2,2,1,1,0,2
567,1,2,1,0,3,2,1,0,3,2,1,1,1,2,2,1,1,0,2
568,0,2,1,1,3,2,2,3,0,2,1,1,1,0,2,1,1,0,1
569,0,1,1,1,0,2,1,0,3,2,1,1,1,0,2,1,1,0,1
570,0,2,1,1,3,2,2,3,0,2,2,1,0,2,2,2,0,0,2
571,1,0,1,1,3,2,2,1,1,1,2,1,0,2,2,2,0,0,2
572,0,1,0,1,3,2,2,1,4,2,2,1,0,2,2,2,0,0,2
573,0,2,1,1,3,2,2,3,0,2,3,2,1,3,2,2,1,3,2
574,1,2,1,1,0,2,2,1,0,2,3,2,1,3,2,2,1,3,2
575,0,2,1,1,3,2,1,0,4,2,3,2,1,3,2,2,1,3,2
576,1,3,0,1,0,2,2,0,3,2,3,2,1,3,2,2,1,3,2
577,0,3,1,1,3,2,3,0,0,2,3,2,1,3,2,2,1,3,2
578,0,2,1,1,2,2,2,1,0,2,3,2,1,3,2,2,1,3,2
579,0,2,1,1,3,2,2,3,0,2,3,1,1,3,0,2,3,3,2
580,0,0,0,1,0,2,2,0,0,2,3,1,1,3,0,2,3,3,2
581,0,1,0,1,0,2,3,1,2,2,3,1,1,3,0,2,3,3,2
582,1,2,2,1,0,2,2,1,1,2,3,1,1,3,0,2,3,3,2
583,1,0,1,1,2,2,2,1,0,2,3,1,1,3,0,2,3,3,2
584,0,3,1,1,0,0,3,0,3,2,3,1,1,3,0,2,3,3,2
585,0,2,0,1,0,2,2,3,2,2,3,1,1,3,0,2,3,3,2
586,1,1,1,1,3,2,3,3,1,2,0,2,1,0,0,2,1,2,1
587,0,3,1,1,0,1,2,0,1,2,0,2,1,0,0,2,1,2,1
588,0,1,1,1,0,0,2,2,1,1,0,2,1,0,0,2,1,2,1
589,0,2,1,0,2,2,1,0,1,2,0,2,1,0,0,2,1,2,1
590,1,3,4,1,3,0,2,0,4,2,0,2,1,0,0,2,1,2,1
591,1,1,1,1,3,2,3,3,1,2,3,4,1,3,0,2,0,4,2
592,0,2,4,1,0,0,2,0,3,2,3,4,1,3,0,2,0,4,2
593,0,2,1,0,2,2,2,0,2,2,3,4,1,3,0,2,0,4,2
594,0,2,1,1,3,1,2,0,2,2,3,4,1,3,0,2,0,4,2
595,0,2,0,1,3,2,3,0,2,2,3,4,1,3,0,2,0,4,2
596,0,2,0,1,3,2,3,0,4,2,3,4,1,3,0,2,0,4,2
597,0,1,1,1,3,2,3,3,1,2,3,2,1,0,1,2,1,3,2
598,1,2,1,1,3,2,1,1,4,2,3,2,1,0,1,2,1,3,2
599,0,1,1,0,2,2,3,0,3,2,3,2,1,0,1,2,1,3,2
600,0,2,1,1,3,2,3,3,4,2,3,2,1,0,1,2,1,3,2
601,0,2,1,1,3,0,2,0,2,1,3,2,1,0,1,2,1,3,2
602,0,1,1,1,0,1,2,0,2,2,3,2,1,0,1,2,1,3,2
603,1,2,0,1,0,1,1,0,2,2,3,2,1,0,1,2,1,3,2
604,0,3,1,0,2,2,2,3,3,2,3,2,1,0,1,2,1,3,2
605,0,1,1,1,3,2,3,3,1,2,2,2,0,2,2,1,0,0,2
606,0,2,0,1,0,2,2,3,1,2,2,2,0,2,2,1,0,0,2
607,0,2,1,1,0,0,2,1,1,1,2,2,0,2,2,1,0,0,2
608,0,1,1,1,3,2,3,3,1,2,2,1,1,3,2,1,2,0,1
609,0,2,0,1,3,2,3,0,3,2,2,1,1,3,2,1,2,0,1
610,0,1,0,1,3,2,2,3,1,2,2,1,1,3,2,1,2,0,1
611,1,2,1,1,0,2,3,1,1,2,2,1,1,3,2,1,2,0,1
612,0,1,4,1,3,2,2,0,4,2,2,1,1,3,2,1,2,0,1
613,0,2,1,1,3,2,1,1,2,1,2,1,1,3,2,1,2,0,1
614,0,1,2,1,3,2,1,1,3,2,2,1,1,3,2,1,2,0,1
615,1,3,2,1,1,2,1,1,1,2,2,1,1,3,2,1,2,0,1
616,0,2,1,0,2,2,2,1,0,2,2,1,1,3,2,1,2,0,1
617,0,2,1,1,1,2,3,0,4,2,3,4,1,0,2,2,2,1,2
618,0,2,1,1,2,2,1,0,1,2,3,4,1,0,2,2,2,1,2
619,0,1,4,1,0,2,2,1,1,2,3,4,1,0,2,2,2,1,2
620,0,1,1,1,1,2,1,0,1,2,3,4,1,0,2,2,2,1,2
621,0,2,1,1,1,2,3,0,4,2,2,0,1,1,0,2,1,1,1
622,0,2,1,1,2,0,2,0,3,2,2,0,1,1,0,2,1,1,1
623,0,2,4,1,3,2,3,0,4,2,2,0,1,1,0,2,1,1,1
624,0,2,1,1,2,1,2,1,1,2,2,0,1,1,0,2,1,1,1
625,0,2,1,1,1,2,3,0,4,2,2,1,1,0,1,2,0,2,2
626,0,1,1,1,0,2,2,0,3,2,2,1,1,0,1,2,0,2,2
627,1,1,1,1,0,2,2,1,0,1,2,1,1,0,1,2,0,2,2
628,0,2,1,1,3,0,2,0,2,2,2,1,1,0,1,2,0,2,2
629,1,1,1,1,1,2,2,1,4,2,2,1,1,0,1,2,0,2,2
630,0,2,2,1,3,2,2,0,1,2,3,1,1,3,2,3,1,1,2
631,1,2,0,1,1,2,2,1,1,2,3,1,1,3,2,3,1,1,2
632,0,2,2,1,3,2,2,0,1,2,2,0,1,0,2,1,0,3,2
633,0,1,0,1,0,2,2,0,4,2,2,0,1,0,2,1,0,3,2
634,1,3,1,1,1,2,1,0,0,2,2,0,1,0,2,1,0,3,2
635,0,2,2,1,3,2,2,0,1,2,3,1,1,0,1,2,0,1,2
636,0,3,2,1,3,2,2,1,3,2,3,1,1,0,1,2,0,1,2
637,0,1,0,1,0,2,2,1,4,2,3,1,1,0,1,2,0,1,2
638,0,2,1,1,0,2,1,0,1,2,3,1,1,0,1,2,0,1,2
639,0,1,1,0,0,2,2,1,2,2,3,1,1,0,1,2,0,1,2
640,0,0,1,1,1,2,2,1,2,2,3,1,1,0,1,2,0,1,2
641,0,2,2,1,3,2,2,0,1,2,3,1,0,2,2,2,0,2,2
642,0,1,1,1,3,2,2,0,1,1,3,1,0,2,2,2,0,2,2
643,0,3,4,1,1,2,2,0,1,2,3,1,0,2,2,2,0,2,2
644,0,2,1,0,0,2,2,1,2,2,3,1,0,2,2,2,0,2,2
645,0,1,1,1,3,0,2,1,2,1,3,1,0,2,2,2,0,2,2
646,1,2,0,1,0,2,2,0,2,2,3,1,0,2,2,2,0,2,2
647,0,2,1,1,3,0,2,0,2,1,3,1,0,2,2,2,0,2,2
648,0,1,0,1,1,2,2,2,1,1,2,0,1,3,3,2,1,4,2
649,0,2,2,1,0,0,2,0,3,2,2,0,1,3,3,2,1,4,2
650,1,1,1,1,1,2,3,0,4,2,2,0,1,3,3,2,1,4,2
651,0,3,0,1,1,2,2,1,1,2,2,0,1,3,3,2,1,4,2
652,0,1,1,1,2,0,1,1,2,1,2,0,1,3,3,2,1,4,2
653,0,1,1,0,2,2,1,1,3,2,2,0,1,3,3,2,1,4,2
654,0,3,1,1,0,0,3,0,3,2,2,0,1,3,3,2,1,4,2
655,0,1,0,1,1,2,2,2,1,1,2,2,1,0,0,2,3,2,1
656,0,1,0,1,1,2,2,1,2,1,2,2,1,0,0,2,3,2,1
657,0,2,1,0,1,2,2,1,3,2,2,2,1,0,0,2,3,2,1
658,0,2,1,1,4,2,1,0,4,2,2,2,1,0,0,2,3,2,1
659,0,1,1,1,0,2,2,2,1,1,2,2,1,0,0,2,3,2,1
660,0,1,4,0,1,2,2,0,4,2,2,2,1,0,0,2,3,2,1
661,0,1,0,1,1,2,2,2,1,1,2,0,1,1,2,3,2,3,2
662,0,2,1,0,2,2,2,0,0,2,2,0,1,1,2,3,2,3,2
663,0,2,4,1,0,2,2,3,1,2,2,0,1,1,2,3,2,3,2
664,0,2,1,0,2,2,2,0,3,2,2,0,1,1,2,3,2,3,2
665,0,2,1,1,2,1,2,1,1,2,2,0,1,1,2,3,2,3,2
666,0,1,0,1,1,2,2,2,1,1,1,1,1,1,3,2,1,3,2
667,0,1,2,1,0,2,2,1,2,1,1,1,1,1,3,2,1,3,2
668,1,1,0,1,0,2,2,1,2,2,1,1,1,1,3,2,1,3,2
669,1,1,2,0,0,2,2,0,3,2,1,1,1,1,3,2,1,3,2
670,0,3,4,1,1,2,2,0,4,2,1,1,1,1,3,2,1,3,2
671,1,2,1,1,0,2,2,1,4,2,1,1,1,3,0,2,0,1,2
672,0,2,0,1,0,2,2,0,0,2,1,1,1,3,0,2,0,1,2
673,1,2,1,1,0,2,2,1,4,2,3,1,1,0,2,1,1,2,2
674,0,3,1,1,3,2,1,0,0,2,3,1,1,0,2,1,1,2,2
675,1,1,1,1,3,0,2,0,1,2,3,1,1,0,2,1,1,2,2
676,0,2,1,1,0,2,2,1,4,2,2,1,1,3,2,1,0,0,2
677,1,3,1,1,1,2,2,0,3,2,2,1,1,3,2,1,0,0,2
678,1,2,1,1,1,2,2,1,0,2,2,1,1,3,2,1,0,0,2
679,0,2,1,1,0,2,2,1,4,2,0,1,1,3,2,3,0,2,2
680,1,3,1,1,3,2,3,1,1,2,0,1,1,3,2,3,0,2,2
681,1,2,0,1,1,2,2,1,1,2,0,1,1,3,2,3,0,2,2
682,0,2,1,1,0,2,2,1,4,2,2,1,1,3,2,3,3,3,2
683,0,3,2,1,0,2,2,0,1,2,2,1,1,3,2,3,3,3,2
684,1,2,1,1,2,2,2,0,0,2,2,1,1,0,2,3,0,0,2
685,1,0,1,1,3,2,2,0,3,2,2,1,1,0,2,3,0,0,2
686,1,3,0,1,3,2,2,3,1,2,2,4,1,3,0,2,1,0,2
687,0,0,1,1,1,2,2,0,1,1,2,4,1,3,0,2,1,0,2
688,0,1,1,1,3,2,2,0,1,1,2,4,1,3,0,2,1,0,2
689,0,1,4,1,0,2,2,0,0,2,2,4,1,3,0,2,1,0,2
690,1,3,4,1,3,0,2,0,3,2,2,4,1,3,0,2,1,0,2
691,1,2,4,1,0,2,3,0,2,2,2,1,1,2,2,2,1,4,2
