,target,f1,f2,f3,f4,f5,f6,f7,f8,f9
633,0,0,1,1,0,0,0,2,3,0
634,0,0,1,1,0,0,0,2,3,0
635,0,1,0,0,1,0,1,1,2,0
636,1,2,0,1,2,0,1,1,0,0
637,1,0,0,0,1,0,0,1,2,0
638,0,1,0,1,0,0,1,1,1,0
639,0,1,0,1,0,0,1,1,1,0
640,0,1,0,1,0,0,1,1,1,0
641,0,2,1,1,0,0,0,2,0,1
642,1,1,0,1,1,2,1,3,0,0
643,1,1,0,1,1,2,1,3,0,0
644,0,3,1,0,0,0,0,3,1,0
645,1,3,1,0,0,0,0,3,1,0
646,0,0,0,0,1,0,0,1,1,0
647,1,0,0,0,1,0,0,1,1,0
648,0,0,0,0,1,0,0,1,1,0
649,0,1,3,0,1,2,1,1,1,1
650,0,1,3,0,1,2,1,1,1,1
651,0,1,3,0,1,2,1,1,1,1
652,1,2,3,1,3,0,0,1,1,0
653,0,0,1,0,1,2,0,1,1,1
654,0,0,1,0,1,2,0,1,1,1
655,1,0,1,0,1,2,0,1,1,1
656,1,0,1,0,0,2,1,0,1,0
657,1,0,2,0,1,0,1,0,1,0
658,1,0,1,0,1,1,1,0,1,0
659,1,0,1,0,1,1,1,0,1,0
660,1,0,1,0,1,1,1,0,1,0
661,1,0,1,0,1,1,1,0,1,0
662,0,0,1,0,1,1,1,0,1,0
663,0,1,1,0,2,2,0,2,1,1
664,1,1,1,0,2,2,0,2,1,1
665,0,1,0,0,1,2,0,0,2,0
666,0,1,0,0,1,2,0,0,2,0
667,0,0,2,0,0,2,0,0,1,0
668,0,0,2,0,0,2,0,0,1,0
669,0,2,4,0,3,0,0,1,1,0
670,0,2,4,0,3,0,0,1,1,0
671,1,0,4,0,0,0,0,0,3,0
672,0,0,3,0,3,1,0,3,3,0
673,0,0,3,0,3,1,0,3,3,0
674,0,0,3,0,2,0,1,3,1,0
675,0,0,3,0,2,0,1,3,1,0
676,0,0,3,1,1,0,0,3,2,1
677,1,0,3,1,1,0,0,3,2,1
678,0,1,2,1,3,0,1,3,1,1
679,0,1,2,1,3,0,1,3,1,1
680,0,1,2,1,3,0,1,3,1,1
681,0,1,3,1,3,1,1,3,0,1
682,1,1,3,1,3,1,1,3,0,1
683,0,1,1,1,2,2,1,0,2,1
684,0,1,1,1,2,2,1,0,2,1
685,1,1,1,1,2,2,1,0,2,1
686,0,1,1,1,2,2,1,0,2,1
687,0,2,1,0,1,0,0,0,4,0
688,1,1,3,0,1,2,0,0,4,0
689,1,2,4,0,0,2,1,0,0,0
690,1,2,4,0,0,2,1,0,0,0
691,1,2,4,0,0,2,1,0,0,0
692,0,1,1,0,0,0,1,0,0,0
693,1,0,1,0,0,0,1,1,2,0
694,0,0,1,0,0,0,1,1,2,0
695,0,0,1,0,0,0,1,1,2,0
696,0,1,0,0,3,0,0,1,0,0
697,1,2,0,0,2,0,1,2,0,0
698,1,0,0,1,1,2,0,1,0,1
699,0,0,0,1,1,2,0,1,0,1
700,1,1,1,1,2,0,1,2,1,1
701,0,1,1,1,2,0,1,2,1,1
702,0,0,1,1,2,2,1,3,1,0
703,0,2,3,1,3,2,1,2,1,0
704,1,0,1,0,3,2,0,3,1,0
705,1,0,2,0,0,2,0,0,2,0
706,0,0,2,0,0,2,0,0,2,0
707,0,2,1,0,3,2,1,0,1,1
708,1,2,1,0,3,2,1,0,1,1
709,0,1,0,0,3,0,1,1,0,0
710,1,0,1,0,1,2,1,0,0,1
711,0,0,1,0,1,2,1,0,0,1
712,0,0,1,0,4,2,2,0,2,0
713,1,0,1,0,4,2,2,0,2,0
714,1,0,1,0,1,0,1,1,2,0
715,0,0,0,0,1,0,1,2,0,1
716,0,0,0,0,1,0,1,2,0,1
717,1,1,0,0,0,0,0,0,0,1
718,1,1,0,0,0,0,0,0,0,1
719,0,1,0,1,1,0,1,0,2,1
720,1,3,0,1,1,0,1,3,1,0
721,1,1,0,0,3,0,0,3,2,0
722,0,1,0,0,3,0,0,3,2,0
723,0,1,0,0,3,0,0,3,2,0
724,0,1,0,0,3,0,0,3,2,0
725,1,1,0,0,1,2,1,2,1,1
726,0,1,0,0,1,2,1,2,1,1
727,0,0,0,0,1,0,1,1,2,0
728,0,0,0,0,1,0,1,1,2,0
729,0,2,3,0,1,2,0,1,1,1
730,0,2,3,0,0,2,0,2,1,1
731,1,2,3,0,0,2,0,2,1,1
732,0,1,0,0,1,2,1,0,1,1
733,0,1,0,0,1,2,1,0,1,1
734,0,1,0,0,1,2,1,0,1,1
735,0,0,0,1,1,0,1,3,1,0
736,1,0,0,1,1,0,1,3,1,0
737,0,0,0,1,1,0,1,3,1,0
738,0,2,0,1,1,0,1,3,1,0
739,0,0,1,0,2,0,2,0,3,0
740,1,0,1,0,2,0,2,0,3,0
741,0,1,0,1,2,2,1,1,0,0
742,0,1,0,1,2,2,1,1,0,0
743,0,1,1,1,0,2,0,0,1,1
744,1,1,1,1,0,2,0,0,1,1
745,1,1,1,0,2,0,0,0,2,1
746,0,1,4,1,0,0,0,1,1,1
747,0,1,4,1,0,0,0,1,1,1
748,1,1,4,1,0,0,0,1,1,1
749,0,1,4,1,0,0,0,1,1,1
750,0,2,3,1,2,0,0,1,0,1
751,0,3,0,0,0,2,1,1,1,0
752,0,1,0,0,2,2,0,0,2,0
753,1,1,0,0,2,2,0,0,2,0
754,1,1,1,0,1,0,1,0,0,1
755,1,1,1,0,1,0,1,0,0,1
756,0,0,0,0,0,0,0,1,0,0
757,0,0,0,0,0,0,0,1,0,0
758,0,2,3,1,1,0,1,3,0,0
759,0,2,3,1,1,0,1,3,0,0
760,0,2,1,0,1,2,0,0,0,0
761,1,2,1,0,1,2,0,0,0,0
762,1,2,1,0,1,2,0,0,0,0
763,0,1,0,0,2,0,0,0,0,0
764,1,0,1,0,1,0,0,0,2,0
765,0,1,1,0,2,1,1,1,1,1
766,0,1,1,0,2,1,1,1,1,1
767,0,1,4,0,2,0,1,0,2,1
768,0,0,1,0,1,0,1,1,2,1
769,0,0,1,0,1,0,1,1,2,1
770,0,1,0,1,4,2,1,0,3,0
771,1,1,0,1,4,2,1,0,3,0
772,0,1,0,1,4,2,1,0,3,0
773,0,1,0,1,4,2,1,0,3,0
774,1,1,3,0,3,0,0,0,3,0
775,1,1,4,0,3,0,1,0,1,0
776,0,1,4,0,3,0,1,0,1,0
777,0,1,0,0,0,0,0,1,2,0
778,0,1,0,0,0,0,0,1,2,0
779,1,0,2,0,0,0,0,2,2,1
780,1,2,0,0,0,2,0,3,2,1
781,0,2,0,0,0,2,0,3,2,1
782,0,1,2,0,1,0,0,0,0,1
783,1,0,1,0,1,0,0,2,0,1
784,1,0,1,0,1,0,0,2,0,1
785,0,1,3,0,3,0,1,0,1,1
786,1,1,3,0,3,0,1,0,1,1
787,0,0,0,0,3,0,1,1,2,1
788,0,1,0,1,0,0,2,1,4,0
789,0,1,0,1,0,0,2,1,4,0
790,0,1,1,0,1,2,2,1,1,1
791,0,1,1,0,1,2,2,1,1,1
792,0,2,3,0,3,2,2,0,0,1
793,1,1,3,1,2,0,0,0,1,0
794,1,1,3,1,2,0,0,0,1,0
795,1,0,0,0,3,0,1,0,1,0
796,0,0,0,0,3,0,1,0,1,0
797,0,0,3,0,0,2,0,0,2,1
798,0,0,3,0,0,2,0,0,2,1
799,0,1,0,0,0,1,1,1,0,0
800,0,1,0,0,0,1,1,1,0,0
801,1,1,0,0,0,1,1,1,0,0
802,1,0,0,0,0,2,1,2,2,1
803,1,0,0,0,0,2,1,2,2,1
804,0,0,0,0,0,2,1,2,2,1
805,1,2,0,0,0,0,0,0,1,0
806,1,2,0,0,0,0,0,0,1,0
807,1,2,0,0,0,0,0,0,1,0
808,0,2,0,0,0,0,0,0,1,0
809,0,2,0,0,0,0,0,0,1,0
810,0,2,0,0,0,0,0,0,1,0
811,0,2,0,0,0,0,0,0,1,0
812,0,2,4,1,1,2,1,0,2,1
813,0,2,4,1,1,2,1,0,2,1
814,0,0,4,1,2,2,0,2,3,0
815,0,1,3,1,1,0,0,1,2,0
816,0,2,1,0,3,1,0,1,0,0
817,0,2,2,0,0,1,0,0,1,0
818,0,2,2,0,0,1,0,0,1,0
819,0,2,2,0,0,1,0,0,1,0
820,0,2,2,0,0,1,0,0,1,0
821,0,2,2,0,0,1,0,0,1,0
822,0,0,1,0,1,2,0,1,1,1
823,0,0,1,0,1,2,0,1,1,1
824,0,0,1,0,1,2,0,1,1,1
825,1,1,1,1,1,2,1,0,3,0
826,1,3,0,1,2,1,1,1,1,0
827,0,0,1,1,1,0,2,1,4,0
828,0,1,0,0,1,0,2,1,4,0
829,1,1,0,0,1,0,2,1,4,0
830,1,0,3,0,3,0,1,1,0,1
831,1,0,3,0,3,0,1,1,0,1
832,0,0,3,0,3,0,1,1,0,1
833,1,0,3,0,3,0,1,1,0,1
834,1,0,3,0,3,0,1,1,0,1
835,0,0,3,0,3,0,1,1,0,1
836,0,0,0,1,1,0,1,1,2,0
837,0,0,0,1,1,0,1,1,1,1
838,0,0,0,1,1,0,1,1,1,1
839,0,0,0,1,1,0,1,1,1,1
840,1,0,0,1,1,0,1,1,1,1
841,1,0,1,0,3,0,0,0,2,1
842,0,0,3,0,0,0,0,1,0,1
843,0,0,3,0,0,2,0,1,3,1
844,0,0,3,0,0,2,0,1,3,1
845,0,0,3,0,0,2,0,1,3,1
846,1,0,3,0,0,2,1,1,0,0
847,1,0,0,1,2,0,2,1,2,0
848,0,0,0,1,2,0,2,1,2,0
849,0,0,0,1,2,0,2,1,2,0
850,0,0,0,1,2,0,2,1,2,0
851,0,0,1,1,1,0,1,0,1,0
852,1,0,1,1,1,0,1,0,1,0
853,1,0,1,1,1,0,1,0,1,0
854,0,0,1,1,1,0,1,0,1,0
855,1,0,1,1,1,0,1,0,1,0
856,1,1,4,0,0,2,0,1,0,0
857,0,0,2,0,3,0,1,2,1,0
858,0,0,2,0,3,0,1,2,1,0
859,1,0,2,0,3,0,1,2,1,0
860,1,0,0,0,0,2,0,3,1,0
861,1,1,1,1,4,2,0,0,0,0
862,0,1,1,1,4,2,0,0,0,0
863,1,1,2,0,0,2,0,3,0,0
864,1,2,1,0,0,1,0,2,1,0
865,0,1,0,0,0,1,0,1,3,1
866,1,1,0,0,0,1,0,1,3,1
867,1,1,0,0,0,1,0,1,3,1
868,0,1,0,0,0,1,0,1,3,1
869,0,1,1,0,0,2,1,0,2,1
870,0,2,1,0,3,0,1,0,3,0
871,0,0,3,0,2,2,3,0,3,0
872,1,0,3,0,2,2,3,0,3,0
873,0,0,3,0,2,2,3,0,3,0
874,0,1,4,0,1,2,0,1,0,0
875,1,1,4,0,1,2,0,1,0,0
876,1,1,0,0,3,2,2,1,0,0
877,0,2,1,1,3,2,1,3,1,0
878,0,0,0,0,2,0,0,3,0,0
879,1,0,3,1,1,0,1,0,2,0
880,0,1,3,1,0,2,1,1,3,0
881,0,1,3,1,0,2,1,1,3,0
882,0,1,3,1,0,2,1,1,3,0
883,0,1,0,1,0,2,0,0,2,0
884,0,1,0,1,0,2,0,0,2,0
885,0,1,0,0,2,0,0,0,0,0
886,0,3,0,0,3,0,1,1,1,1
887,0,3,0,0,3,0,1,1,1,1
888,0,1,0,0,3,0,0,1,1,0
889,1,3,3,0,0,0,2,1,0,1
890,1,2,0,0,2,0,0,1,2,0
891,0,2,0,0,2,0,0,1,2,0
892,0,2,0,0,2,0,0,1,2,0
893,1,2,0,0,2,0,0,1,2,0
894,0,0,0,0,3,2,1,2,2,0
895,0,0,0,0,3,2,1,2,2,0
896,0,0,0,0,3,2,1,2,2,0
897,1,0,0,0,3,2,1,2,2,0
898,0,1,0,0,1,0,1,0,3,1
899,1,1,1,0,2,0,2,1,2,0
900,0,1,1,0,2,0,2,1,2,0
901,0,1,2,1,1,0,0,0,2,0
902,0,1,2,1,1,0,0,0,2,0
903,1,1,2,1,1,0,0,0,2,0
904,0,1,2,1,1,0,0,0,2,0
905,0,1,2,1,1,0,0,0,2,0
906,1,1,0,0,2,0,1,0,2,0
907,0,1,0,1,1,0,1,0,1,0
908,0,0,1,0,2,2,1,2,1,1
909,0,0,0,0,2,2,1,2,0,1
910,1,1,3,1,1,0,0,1,1,1
911,0,3,4,1,1,2,0,0,1,0
912,0,3,4,1,1,2,0,0,1,0
913,0,0,0,1,2,2,0,0,1,0
914,1,0,0,1,2,2,0,0,1,0
915,0,1,0,0,1,0,0,1,1,1
916,1,1,0,0,1,0,0,1,1,1
917,0,2,3,0,1,2,1,1,0,1
918,0,2,3,0,1,2,1,1,0,1
919,0,2,1,0,0,0,1,0,1,0
920,0,2,1,0,0,0,1,0,1,0
921,0,1,2,0,0,0,0,1,1,0
922,0,1,2,0,0,0,0,1,1,0
923,1,1,3,0,1,0,2,1,1,0
924,0,1,3,0,1,0,2,1,1,0
925,0,1,3,0,2,0,0,0,1,1
926,0,1,3,0,2,0,0,0,1,1
927,1,1,1,0,3,2,1,1,2,1
928,0,1,1,0,3,2,1,1,2,1
929,0,1,1,0,3,2,1,1,2,1
930,0,2,2,0,3,0,1,0,1,0
931,0,3,1,0,3,2,0,3,1,0
932,0,3,1,0,3,2,0,3,1,0
933,0,3,1,0,3,2,0,3,1,0
934,0,2,1,0,3,2,2,3,0,0
935,0,2,1,0,3,2,2,3,0,0
936,0,2,1,0,3,2,2,3,0,0
937,0,2,1,0,3,2,2,3,0,0
938,0,2,1,0,3,2,2,3,0,0
939,0,3,0,0,3,0,2,2,2,0
940,0,0,1,0,3,2,1,1,2,1
941,1,0,1,0,3,2,1,1,2,1
942,0,1,0,1,1,1,0,0,1,1
943,0,1,0,1,1,1,0,0,1,1
944,0,1,0,1,1,1,0,0,1,1
945,0,2,3,2,2,0,0,1,1,0
946,1,2,3,2,2,0,0,1,1,0
947,0,1,3,1,0,0,1,0,1,0
948,1,1,3,1,0,0,1,0,1,0
949,0,1,3,1,0,0,1,0,1,0
950,0,1,1,2,1,0,2,1,1,1
951,0,1,1,2,0,2,1,2,3,1
952,1,0,3,1,2,0,1,3,0,0
953,0,0,3,1,2,0,1,3,0,0
954,0,0,0,1,2,0,1,3,0,0
955,1,0,0,1,2,0,1,3,0,0
956,0,0,0,1,2,0,1,3,0,0
957,0,0,4,0,1,0,0,3,2,0
958,0,1,3,1,1,1,0,0,0,0
959,0,1,3,1,1,1,0,0,0,0
960,0,2,3,0,0,2,1,0,1,1
961,1,1,0,1,2,2,0,1,0,0
962,1,1,0,1,2,2,0,1,0,0
963,1,1,0,0,0,0,1,1,1,1
964,1,1,0,0,0,0,1,1,1,1
965,0,1,1,0,3,0,1,2,0,1
966,0,2,0,0,2,1,0,3,1,1
967,0,2,0,0,2,1,0,3,3,0
968,1,2,0,0,2,1,0,3,3,0
969,1,1,0,0,2,0,0,1,3,0
970,1,2,0,0,1,0,0,1,3,0
971,0,2,0,0,1,0,0,1,3,0
972,1,2,0,0,1,0,0,1,3,0
973,0,0,3,0,3,2,0,3,4,0
974,1,2,2,0,3,2,0,1,4,0
975,1,2,2,0,3,2,0,1,4,0
976,1,2,2,0,3,2,0,1,4,0
977,1,2,2,0,3,2,0,1,4,0
978,0,2,2,0,3,2,0,1,4,0
979,1,1,0,0,0,2,1,0,1,0
980,0,1,4,0,3,1,1,0,2,0
981,1,1,1,1,3,1,0,0,1,0
982,1,2,1,1,3,2,1,0,1,0
983,0,1,0,0,3,2,0,1,4,0
984,0,1,2,0,2,0,1,0,2,0
985,0,1,2,0,2,0,1,0,2,0
986,0,0,1,0,1,2,0,0,1,0
987,0,1,1,0,0,0,1,1,1,1
988,1,1,0,1,1,2,1,1,0,0
989,0,1,0,1,1,0,1,0,1,0
990,0,1,0,1,1,0,1,0,1,0
991,0,1,0,1,2,0,0,1,3,0
992,0,1,0,0,2,0,0,1,4,0
993,1,1,0,0,2,0,0,1,4,0
994,1,1,0,0,2,0,0,1,4,0
995,0,1,0,0,3,0,0,1,2,0
996,0,1,0,0,3,0,0,1,2,0
997,0,2,1,0,0,0,1,0,1,0
998,0,2,1,0,0,0,1,0,1,0
999,0,2,1,0,0,0,1,0,1,0
1000,0,1,1,0,0,0,1,0,3,0
1001,1,1,1,0,0,0,1,0,3,0
1002,0,1,1,0,0,0,1,0,3,0
1003,1,2,1,0,1,2,1,0,1,1
1004,1,2,1,0,1,2,1,0,1,1
1005,0,3,0,0,2,1,1,0,1,1
1006,1,3,0,0,2,1,1,0,1,1
1007,1,3,0,1,2,2,2,0,1,1
1008,1,3,0,1,2,2,2,0,1,1
1009,0,3,0,1,2,2,2,0,1,1
1010,0,3,4,1,3,2,1,0,0,1
1011,0,3,1,0,1,0,1,0,1,1
1012,0,3,1,0,1,0,1,0,1,1
1013,0,3,1,0,1,0,1,0,1,1
1014,0,2,4,1,1,0,0,1,2,0
1015,1,2,3,1,1,0,0,3,2,0
1016,1,1,1,0,0,0,1,3,1,0
1017,1,1,1,0,0,0,1,3,1,0
1018,1,1,1,0,0,0,1,3,1,0
1019,0,2,1,0,0,2,1,0,1,1
1020,0,2,1,0,0,2,1,0,1,1
1021,0,2,0,0,1,2,1,0,2,0
1022,1,2,0,0,1,2,1,0,2,0
1023,1,0,0,0,2,0,2,3,3,1
1024,0,0,0,0,2,0,2,3,3,1
1025,0,1,1,0,2,0,1,3,0,0
1026,0,1,1,0,2,0,1,1,0,0
1027,1,2,3,1,3,2,1,1,0,0
1028,0,2,3,1,3,2,1,1,0,0
1029,1,2,3,1,3,2,1,1,0,0
1030,1,2,3,1,3,2,1,1,0,0
1031,1,2,3,1,3,2,1,1,0,0
1032,0,0,1,0,3,0,1,2,1,0
1033,1,0,1,0,3,0,1,2,1,0
1034,0,1,1,1,4,2,0,3,3,0
1035,1,1,1,1,4,2,0,3,3,0
1036,0,1,3,1,3,2,0,0,2,0
1037,0,1,3,1,3,2,0,0,2,0
1038,0,2,4,0,2,0,0,3,0,0
1039,0,2,4,0,2,0,0,3,0,0
1040,1,1,0,0,0,0,1,0,0,0
1041,0,0,1,1,1,0,0,3,2,0
1042,1,0,1,1,1,0,0,3,2,0
1043,0,1,1,1,1,0,2,1,3,0
1044,0,1,1,1,1,0,2,1,3,0
1045,0,1,1,1,2,0,1,1,3,0
1046,0,1,1,1,2,0,1,1,3,0
1047,0,1,1,1,2,0,0,0,1,0
1048,0,1,1,1,2,0,0,0,1,0
1049,0,1,1,0,1,0,1,0,0,0
1050,0,3,2,0,2,2,0,0,3,1
1051,0,1,2,0,2,2,1,1,0,1
1052,0,1,2,0,2,2,1,1,0,1
1053,0,1,0,1,2,0,0,1,2,0
1054,0,1,0,1,2,0,0,1,2,0
1055,0,1,0,1,2,0,0,1,2,0
1056,1,1,0,1,2,0,0,1,2,0
1057,0,1,0,1,2,0,0,1,2,0
1058,0,2,3,0,1,0,0,0,4,0
1059,0,1,1,0,1,0,1,0,4,0
1060,0,2,0,0,0,2,2,1,4,0
1061,0,2,0,0,0,2,2,1,4,0
1062,0,1,2,0,3,2,1,0,1,0
1063,1,1,2,0,3,2,1,0,1,0
1064,1,1,2,0,3,2,1,0,1,0
1065,0,2,2,0,0,0,1,2,3,1
1066,1,2,4,1,1,2,1,0,0,1
1067,0,2,4,1,1,2,1,0,0,1
1068,0,0,4,1,2,0,0,0,1,0
1069,0,1,3,0,0,0,0,1,1,1
1070,0,1,3,0,0,0,0,1,1,1
1071,0,0,1,0,1,0,0,0,2,0
1072,1,0,1,0,2,0,0,1,3,0
1073,1,0,1,0,2,0,0,1,3,0
1074,1,0,0,0,0,0,0,0,3,0
1075,0,0,0,0,3,0,0,1,1,0
1076,0,0,0,0,3,0,0,1,1,0
1077,1,0,0,0,1,0,0,1,3,0
1078,0,2,0,0,2,0,0,1,1,0
1079,1,2,0,0,2,0,0,1,1,0
1080,0,1,0,0,3,0,2,2,0,0
1081,1,1,0,0,3,0,2,2,0,0
1082,0,1,0,0,3,0,2,2,0,0
1083,0,1,0,0,3,0,2,2,0,0
1084,1,2,1,0,0,0,0,1,1,1
1085,1,2,1,0,0,0,0,1,1,1
1086,0,1,1,0,1,0,1,1,1,1
1087,0,1,1,0,1,0,1,1,1,1
1088,0,2,1,0,2,0,0,0,1,1
1089,0,1,1,1,3,2,1,1,0,0
1090,1,1,1,1,3,2,1,1,0,0
1091,0,0,0,0,1,1,1,1,2,0
1092,0,0,0,0,1,1,1,1,2,0
1093,0,1,3,0,2,0,0,1,0,0
1094,1,1,3,0,2,0,0,1,0,0
1095,1,1,3,0,2,0,0,1,0,0
1096,0,1,3,0,2,0,0,1,0,0
1097,0,2,2,0,2,0,1,1,1,0
1098,0,2,2,0,2,0,1,1,1,0
1099,0,2,2,0,2,0,1,1,1,0
1100,0,0,1,0,1,0,1,0,1,0
1101,1,1,2,1,1,0,1,1,3,0
1102,0,1,1,1,2,0,1,0,4,0
1103,1,0,1,0,3,0,2,0,0,0
1104,1,0,1,0,3,0,2,0,0,0
1105,1,0,1,0,3,0,2,0,0,0
1106,0,0,1,0,4,2,1,3,2,0
1107,0,0,1,0,4,2,1,3,2,0
1108,1,2,4,0,1,0,0,3,1,0
1109,0,2,4,0,1,0,0,3,1,0
1110,0,0,3,0,2,2,1,0,2,0
1111,1,2,0,0,2,0,1,0,1,0
1112,1,1,3,0,0,0,1,0,3,0
1113,0,1,3,0,0,0,1,0,3,0
1114,0,1,3,0,0,0,1,0,3,0
1115,0,1,3,0,0,0,1,0,3,0
1116,0,1,3,0,0,0,1,0,3,0
1117,0,0,0,0,1,0,1,2,3,1
1118,0,0,0,0,1,0,1,2,3,1
1119,1,2,2,0,0,0,1,0,1,0
1120,0,2,2,0,0,0,1,0,1,0
1121,0,2,2,0,0,0,1,0,1,0
1122,0,1,1,1,2,2,1,0,2,1
1123,1,0,2,0,0,0,0,0,0,0
1124,0,1,1,1,2,2,1,1,1,1
1125,0,1,1,1,2,2,1,1,1,1
1126,0,1,1,1,2,2,1,1,1,1
1127,0,1,3,1,1,1,1,0,2,1
1128,1,1,3,0,3,0,1,0,1,0
1129,0,1,3,1,1,0,0,0,3,0
1130,0,0,0,1,1,0,1,0,2,1
1131,0,0,0,1,1,0,1,0,2,1
1132,0,0,0,1,1,0,1,0,2,1
1133,1,0,0,1,1,0,1,0,2,1
1134,0,0,1,0,1,0,0,2,0,1
1135,1,0,1,0,1,0,0,2,0,1
1136,0,2,3,0,1,0,0,2,0,1
1137,1,0,2,0,3,0,0,2,2,0
1138,0,2,2,0,0,0,1,0,2,0
1139,0,2,2,0,0,0,1,0,2,0
1140,0,2,2,0,0,0,1,0,2,0
1141,0,1,0,1,1,2,0,0,1,0
1142,1,1,0,1,1,2,0,0,1,0
1143,0,1,0,1,1,2,0,0,1,0
1144,0,1,0,1,1,2,0,0,1,0
1145,0,0,0,0,2,1,0,1,3,1
1146,0,0,0,0,2,1,0,1,3,1
1147,0,1,1,0,2,1,1,0,3,1
1148,0,1,1,0,2,1,1,0,3,1
1149,1,3,0,1,1,0,0,0,1,1
1150,0,2,3,1,1,2,1,0,1,1
1151,0,0,3,1,1,2,0,1,2,1
1152,0,0,3,1,1,2,0,1,2,1
1153,0,0,3,1,1,2,0,1,2,1
1154,0,0,3,0,0,2,0,1,2,1
1155,0,0,3,0,0,2,0,1,2,1
1156,1,3,3,0,0,2,0,0,1,1
1157,1,3,3,0,0,2,0,0,1,1
1158,0,3,3,0,0,2,0,0,1,1
1159,1,3,3,0,0,0,0,2,1,1
1160,0,3,3,0,0,0,0,2,1,1
1161,0,0,0,0,3,0,0,1,0,1
1162,1,2,1,0,0,0,0,1,1,1
1163,1,2,1,0,0,0,0,1,1,1
1164,0,2,1,0,0,0,0,1,1,1
1165,0,0,0,0,0,0,0,1,0,1
1166,1,1,0,0,0,0,0,1,2,1
1167,0,0,1,0,2,0,0,2,3,1
1168,0,0,1,0,2,0,0,2,3,1
1169,0,0,1,0,2,0,0,2,3,1
1170,0,0,1,0,1,2,1,1,0,1
1171,0,1,1,0,2,0,2,0,1,1
1172,0,1,1,0,2,0,2,0,1,1
1173,0,1,4,0,0,0,1,1,2,0
1174,0,1,4,0,0,0,1,1,2,0
1175,0,1,4,0,0,0,1,1,2,0
1176,0,0,3,1,1,0,1,0,0,0
1177,0,0,3,1,1,0,1,0,0,0
1178,0,1,2,1,1,0,1,1,2,0
1179,0,1,2,1,1,0,1,1,2,0
1180,0,1,2,1,1,0,1,1,2,0
1181,0,1,2,1,1,0,1,1,2,0
1182,0,2,1,0,1,0,1,0,4,1
1183,0,2,1,0,1,0,1,0,4,1
1184,0,1,2,0,0,2,0,2,1,0
1185,0,1,1,0,1,0,0,2,4,0
1186,0,1,1,0,1,0,0,2,4,0
1187,0,1,1,0,1,0,0,2,4,0
1188,1,1,1,0,1,0,0,2,4,0
1189,0,1,1,0,0,0,1,3,4,0
1190,0,0,1,0,3,0,2,1,3,0
1191,0,0,1,0,3,0,2,1,3,0
1192,0,0,1,0,3,0,2,1,3,0
1193,0,1,0,0,2,2,1,0,2,1
1194,0,1,0,0,0,0,1,0,1,0
1195,0,1,0,0,0,0,1,0,1,0
1196,0,3,0,0,1,2,1,1,1,1
1197,0,0,3,0,2,0,1,0,3,0
1198,1,0,0,0,3,0,0,0,3,0
1199,0,0,0,0,3,0,0,0,3,0
1200,0,1,2,0,0,0,0,1,3,0
1201,0,1,2,0,0,0,0,1,3,0
1202,0,2,3,0,2,0,1,3,3,0
1203,1,0,1,0,1,0,0,3,1,0
1204,0,0,1,0,1,0,0,3,1,0
1205,0,1,0,1,2,1,0,3,0,0
1206,0,1,0,1,2,1,0,3,0,0
1207,1,0,1,0,0,1,0,1,3,0
1208,0,1,3,1,0,0,2,0,3,1
1209,0,1,3,1,0,0,2,0,3,1
1210,0,3,3,0,3,2,1,1,4,1
1211,1,3,3,0,3,2,0,1,4,1
1212,1,3,3,0,3,2,0,1,4,1
1213,0,3,3,0,3,2,0,1,4,1
1214,1,0,3,0,1,2,1,1,1,1
1215,0,0,3,0,1,2,1,1,1,1
1216,0,0,3,0,2,1,0,0,2,0
1217,0,0,3,0,2,1,0,0,2,0
1218,1,1,3,0,3,1,1,0,1,0
1219,0,1,0,0,0,1,1,1,1,1
1220,0,0,1,0,1,0,0,1,0,0
1221,0,2,0,0,3,0,0,1,0,1
1222,1,1,0,1,0,2,0,1,3,0
1223,0,0,3,1,0,2,0,2,2,0
1224,0,1,0,0,2,0,1,2,1,0
1225,0,1,0,0,2,0,1,2,1,0
1226,1,0,4,0,2,0,1,1,1,0
1227,0,0,4,0,2,0,1,1,1,0
1228,0,2,1,0,1,0,1,1,1,0
1229,0,2,1,0,1,0,1,1,1,0
1230,1,2,1,0,1,0,1,1,1,0
1231,0,0,1,0,0,0,1,0,0,0
1232,1,0,1,0,0,0,1,0,0,0
1233,1,0,1,0,0,0,1,0,0,0
1234,0,1,0,1,1,0,1,0,2,0
1235,1,2,1,0,3,0,1,0,3,0
1236,1,2,1,0,3,0,1,0,3,0
1237,1,2,0,1,1,1,0,1,3,1
1238,0,2,0,1,1,1,0,1,3,1
1239,0,2,0,1,1,1,0,1,3,1
1240,0,2,3,0,2,0,0,2,1,1
1241,0,0,0,0,1,2,2,1,2,1
1242,0,0,0,0,1,2,2,1,2,1
1243,1,0,1,1,2,2,1,0,1,1
1244,0,0,1,1,2,2,1,0,1,1
1245,0,0,1,1,2,2,1,0,1,1
1246,0,1,0,0,0,2,1,1,1,1
1247,0,1,0,0,0,2,1,1,1,1
1248,0,1,0,0,0,2,1,1,1,1
1249,0,1,3,1,2,0,0,2,2,0
1250,0,0,0,0,1,0,1,1,1,0
1251,0,0,0,0,1,0,1,1,1,0
1252,0,2,0,0,1,0,1,1,1,0
1253,0,2,0,0,1,0,1,1,1,0
1254,0,1,0,1,1,0,0,2,1,0
1255,1,2,1,1,1,0,1,0,0,0
